test_size_calibracion,metodo_calibracion,auc_sin_calibrar_mean,auc_sin_calibrar_std,auc_calibrado_mean,auc_calibrado_std,auprc_sin_calibrar_mean,auprc_sin_calibrar_std,auprc_calibrado_mean,auprc_calibrado_std,brier_sin_calibrar_mean,brier_sin_calibrar_std,brier_calibrado_mean,brier_calibrado_std,logloss_sin_calibrar_mean,logloss_sin_calibrar_std,logloss_calibrado_mean,logloss_calibrado_std,ece_sin_calibrar_mean,ece_sin_calibrar_std,ece_calibrado_mean,ece_calibrado_std,ranking
0.25,isotonic,0.6852376391467004,0.019903515429817185,0.6733878888809458,0.03076096280728739,0.19892029469835704,0.030533731619083525,0.1760335558918347,0.029417585440039664,0.08987261184873083,0.0019688612283762616,0.0899772408330218,0.0019517841461574553,0.31580431423929356,0.005586436350645894,0.451175275171159,0.055086506523681605,0.020351866468105405,0.006157331522535964,0.014050659043247721,0.004275070337621141,1
0.3,isotonic,0.6857402283487524,0.02913802986185561,0.6712291067669464,0.023734298627796892,0.19591889269043788,0.03514479946404298,0.17174829881367568,0.01903042359955784,0.08985161100335555,0.00159999342750741,0.09037923010624298,0.0019312041198730225,0.3157256553423426,0.005485708363057334,0.4522590935734188,0.16507597681598243,0.020639887667176064,0.011007526925505828,0.020918483925863107,0.009896269319142654,2
0.25,sigmoid,0.6852376391467004,0.019903515429817185,0.6852376391467004,0.019903515429817185,0.19892029469835704,0.030533731619083525,0.19892029469835704,0.030533731619083525,0.08987261184873083,0.0019688612283762616,0.09096360917214738,0.0022380452506662566,0.31580431423929356,0.005586436350645894,0.3223671735790953,0.006204158480466575,0.020351866468105405,0.006157331522535964,0.03800791350252387,0.018614054629508072,3
0.3,sigmoid,0.6857402283487524,0.02913802986185561,0.6857402283487524,0.02913802986185561,0.19591889269043788,0.03514479946404298,0.19591889269043788,0.03514479946404298,0.08985161100335555,0.00159999342750741,0.09131072772029852,0.002014934192682189,0.3157256553423426,0.005485708363057334,0.32215922879867576,0.004562918699701006,0.020639887667176064,0.011007526925505828,0.030725606081551237,0.0148368348179719,4
0.2,sigmoid,0.6832000379510292,0.02852482627229932,0.6832000379510292,0.02852482627229932,0.19552115328405845,0.04356344043866762,0.19552115328405845,0.04356344043866762,0.09001718172478383,0.0018309544182768913,0.09134609709613757,0.002197929080805277,0.31642006432340464,0.005799910021807994,0.3225801453231612,0.005432784165896158,0.02016215323452398,0.010363605804399326,0.030161194106991928,0.009734700361105922,5
0.2,isotonic,0.6832000379510292,0.02852482627229932,0.6713255508573657,0.041932056884590826,0.19552115328405845,0.04356344043866762,0.17405865621516586,0.03291516407781021,0.09001718172478383,0.0018309544182768913,0.09328896661543741,0.00689312735795835,0.31642006432340464,0.005799910021807994,0.5385157338786652,0.3490307057744944,0.02016215323452398,0.010363605804399326,0.024659281744992167,0.011300835489464894,6
