ventana,modelo,n,positivos,prevalencia,roc_auc,pr_auc,sensibilidad,especificidad,precision_ppv,npv,f1,tn,fp,fn,tp,umbral_medio
6_24h,CatBoost global,3281,338,0.1030173727522097,0.7116264247527481,0.2263559767456843,0.7189349112426036,0.5803601766904519,0.16441136671177267,0.947310038824182,0.26762114537444937,1708,1235,95,243,0.08749284728294199
