auc,auprc,brier,logloss,ece,fold
0.7171524128045866,0.23460094102657134,0.08875027608779934,0.31041336133645253,0.015333094287463298,1
0.6945054945054945,0.18187326090384995,0.09220927433376956,0.3224458848886934,0.02535436406075149,2
0.6720292143703118,0.16308248368407677,0.09087157363899385,0.3186715878813988,0.02058246170319047,3
0.6800980392156862,0.1946356926169903,0.08836316412258977,0.3127788095681886,0.009003361844974191,4
0.6478457603777296,0.20054586202204888,0.08872131738305343,0.3156351366282929,0.01324287793292457,5
