umbral,roc_auc,pr_auc,sensibilidad,especificidad,precision_ppv,npv,f1,tn,fp,fn,tp,fold,n_test,positivos_test,mejores_parametros
0.09761595070358714,0.6235431235431237,0.2354650680543929,0.6703296703296703,0.5206611570247934,0.1491442542787286,0.9264705882352942,0.244,378,348,30,61,1,817,91,"{'modelo__bagging_temperature': 0, 'modelo__depth': 6, 'modelo__iterations': 500, 'modelo__l2_leaf_reg': 5, 'modelo__learning_rate': 0.01}"
0.09761872670303641,0.6211826847185963,0.1675306149856448,0.6373626373626373,0.5428176795580111,0.14910025706940874,0.9225352112676056,0.24166666666666667,393,331,33,58,2,815,91,"{'modelo__bagging_temperature': 0, 'modelo__depth': 6, 'modelo__iterations': 500, 'modelo__l2_leaf_reg': 5, 'modelo__learning_rate': 0.01}"
0.07713432105890425,0.7073436907919666,0.29477330140785757,0.8901098901098901,0.32413793103448274,0.14185639229422067,0.9591836734693877,0.24471299093655588,235,490,10,81,3,816,91,"{'modelo__bagging_temperature': 0, 'modelo__depth': 6, 'modelo__iterations': 500, 'modelo__l2_leaf_reg': 5, 'modelo__learning_rate': 0.01}"
0.0853734552843466,0.7086017430845017,0.24034384824936722,0.8131868131868132,0.49379310344827587,0.16780045351473924,0.9546666666666667,0.2781954887218045,358,367,17,74,4,816,91,"{'modelo__bagging_temperature': 0, 'modelo__depth': 6, 'modelo__iterations': 500, 'modelo__l2_leaf_reg': 5, 'modelo__learning_rate': 0.01}"
0.0893128804242184,0.6678893520272831,0.21213666650349355,0.7692307692307693,0.4993103448275862,0.16166281755196305,0.9451697127937336,0.26717557251908397,362,363,21,70,5,816,91,"{'modelo__bagging_temperature': 0, 'modelo__depth': 6, 'modelo__iterations': 500, 'modelo__l2_leaf_reg': 5, 'modelo__learning_rate': 0.01}"
