ventana,modelo,n,positivos,prevalencia,roc_auc,pr_auc,sensibilidad,especificidad,precision_ppv,npv,f1,tn,fp,fn,tp,umbral_medio
12_48h,CatBoost global,4080,455,0.11151960784313726,0.6638932929139826,0.21474960891476144,0.756043956043956,0.47613793103448276,0.1533660276415515,0.939575394665215,0.25500370644922166,1726,1899,111,344,0.08941106615442654
