ventana,modelo,n,positivos,prevalencia,roc_auc,pr_auc,sensibilidad,especificidad,precision_ppv,npv,f1,tn,fp,fn,tp,umbral_medio
3_12h,CatBoost global,1667,172,0.10317936412717456,0.682056467294081,0.1873985948331831,0.5930232558139535,0.6468227424749163,0.1619047619047619,0.9324975891996142,0.2543640897755611,967,528,70,102,0.09757825039631761
