metrica,media,std,min,max
auc,0.6877944357430275,0.01791788304050813,0.6649784913965586,0.7125237191650854
auprc,0.18394671490620706,0.011297959266397305,0.17228102683686936,0.19949133698929458
brier,0.09358310555308916,0.005335519878143693,0.09046656560078031,0.10305727618084004
logloss,0.5842875961024545,0.2795848750590291,0.31848940628463995,1.0563695392312282
ece,0.0262429487173305,0.011503530126637417,0.011575153775459007,0.0433538409271324
