ventana,n_bins,ece_sin_calibrar_oof,ece_calibrado_oof
v5l_12_48_catboost,5,0.0029366494111199913,0.008238308918843387
v5l_12_48_catboost,10,0.0077261957409863885,0.008345897690721549
v5l_12_48_catboost,15,0.005271018907601778,0.014618532197473494
