ventana,n,positivos,prevalencia,auc_sin_calibrar_oof,auc_calibrado_oof,auprc_sin_calibrar_oof,auprc_calibrado_oof,brier_sin_calibrar_oof,brier_calibrado_oof,logloss_sin_calibrar_oof,logloss_calibrado_oof,ece_sin_calibrar_oof,ece_calibrado_oof,ece_5_bins_sin_calibrar_oof,ece_5_bins_calibrado_oof,ece_10_bins_sin_calibrar_oof,ece_10_bins_calibrado_oof,ece_15_bins_sin_calibrar_oof,ece_15_bins_calibrado_oof
v5_6_24_catboost,3281,338,0.1030173727522097,0.699143690675095,0.6946656090975074,0.20387026838981936,0.20518306059816993,0.08905769206417988,0.0886582233589802,0.31485859854687015,0.3685156045044014,0.017324863391584643,0.008853788433931961,0.015709135807911445,0.008825640022490016,0.017324863391584643,0.008853788433931961,0.017632953850322732,0.009460008630511909
