ventana,n_bins,ece_sin_calibrar_oof,ece_calibrado_oof
v5p_3_12_catboost,5,0.02125916852263212,0.007907471725502326
v5p_3_12_catboost,10,0.02125916852263212,0.014771757725190186
v5p_3_12_catboost,15,0.02202619687545907,0.019026587417113886
