ventana,n,positivos,prevalencia,auc_sin_calibrar_oof,auc_calibrado_oof,auprc_sin_calibrar_oof,auprc_calibrado_oof,brier_sin_calibrar_oof,brier_calibrado_oof,logloss_sin_calibrar_oof,logloss_calibrado_oof,ece_sin_calibrar_oof,ece_calibrado_oof,ece_5_bins_sin_calibrar_oof,ece_5_bins_calibrado_oof,ece_10_bins_sin_calibrar_oof,ece_10_bins_calibrado_oof,ece_15_bins_sin_calibrar_oof,ece_15_bins_calibrado_oof
v5p_3_12_catboost,1667,172,0.10317936412717456,0.6840359337325971,0.6470113556817297,0.18287678301679783,0.1631396785238473,0.09004780286811817,0.09152543069324723,0.31691336820714217,0.4762876382770088,0.02125916852263212,0.014771757725190186,0.02125916852263212,0.007907471725502326,0.02125916852263212,0.014771757725190186,0.02202619687545907,0.019026587417113886
v5_6_24_catboost,3281,338,0.1030173727522097,0.699143690675095,0.6946656090975074,0.20387026838981936,0.20518306059816993,0.08905769206417988,0.0886582233589802,0.31485859854687015,0.3685156045044014,0.017324863391584643,0.008853788433931961,0.015709135807911445,0.008825640022490016,0.017324863391584643,0.008853788433931961,0.017632953850322732,0.009460008630511909
v5l_12_48_catboost,4080,455,0.11151960784313726,0.662107768093975,0.6545054945054946,0.21624585846682837,0.195688152390483,0.09506732264874913,0.09617045923920259,0.33221459375771517,0.4149545290164238,0.0077261957409863885,0.008345897690721549,0.0029366494111199913,0.008238308918843387,0.0077261957409863885,0.008345897690721549,0.005271018907601778,0.014618532197473494
