ventana,n,positivos,prevalencia,auc_sin_calibrar_oof,auc_calibrado_oof,auprc_sin_calibrar_oof,auprc_calibrado_oof,brier_sin_calibrar_oof,brier_calibrado_oof,logloss_sin_calibrar_oof,logloss_calibrado_oof,ece_sin_calibrar_oof,ece_calibrado_oof,ece_5_bins_sin_calibrar_oof,ece_5_bins_calibrado_oof,ece_10_bins_sin_calibrar_oof,ece_10_bins_calibrado_oof,ece_15_bins_sin_calibrar_oof,ece_15_bins_calibrado_oof
v5l_12_48_catboost,4080,455,0.11151960784313726,0.662107768093975,0.6545054945054946,0.21624585846682837,0.195688152390483,0.09506732264874913,0.09617045923920259,0.33221459375771517,0.4149545290164238,0.0077261957409863885,0.008345897690721549,0.0029366494111199913,0.008238308918843387,0.0077261957409863885,0.008345897690721549,0.005271018907601778,0.014618532197473494
