ventana,n,positivos,prevalencia,auc_sin_calibrar_oof,auc_calibrado_oof,auprc_sin_calibrar_oof,auprc_calibrado_oof,brier_sin_calibrar_oof,brier_calibrado_oof,logloss_sin_calibrar_oof,logloss_calibrado_oof,ece_sin_calibrar_oof,ece_calibrado_oof,ece_5_bins_sin_calibrar_oof,ece_5_bins_calibrado_oof,ece_10_bins_sin_calibrar_oof,ece_10_bins_calibrado_oof,ece_15_bins_sin_calibrar_oof,ece_15_bins_calibrado_oof
v5p_3_12_catboost,1667,172,0.10317936412717456,0.6840359337325971,0.6470113556817297,0.18287678301679783,0.1631396785238473,0.09004780286811817,0.09152543069324723,0.31691336820714217,0.4762876382770088,0.02125916852263212,0.014771757725190186,0.02125916852263212,0.007907471725502326,0.02125916852263212,0.014771757725190186,0.02202619687545907,0.019026587417113886
